Year,SpecialOrigin,OriginCode,SpecialDestination,DestinationCode,RefugeesData
1951,,VAR,,AUS,180000
1951,,VAR,,AUT,282000
1951,,VAR,,BEL,55000
1951,,VAR,,CAN,168511
1951,,VAR,,DNK,2000
1951,,VAR,,FRA,290000
1951,,VAR,,GBR,208000
1951,,VAR,,DEU,265000
1951,,VAR,,GRC,18000
1951,,VAR,,HKG,30000
1951,,VAR,,ITA,26500
1951,,VAR,,LUX,1800
1951,,VAR,,MAR,3000
1951,,VAR,,NLD,14200
1951,,VAR,,NOR,2500
1951,,VAR,,ESP,2000
1951,,VAR,,SWE,44000
1951,,VAR,,CHE,10000
1951,,VAR,,TUN,2000
1951,,VAR,,TUR,2700
1951,,VAR,,USA,350000
1951,,VAR,,VAR,158800
1952,,VAR,,AUT,238200
1952,,VAR,,BEL,53500
1952,,VAR,,CAN,154828
1952,,VAR,,DNK,1800
1952,,VAR,,FRA,280000
1952,,VAR,,GBR,200000
1952,,VAR,,DEU,240000
1952,,VAR,,GRC,19000
1952,,VAR,,ITA,25500
1952,,VAR,,LUX,1800
1952,,VAR,,MAR,2900
1952,,VAR,,NLD,14100
1952,,VAR,,NOR,2500
1952,,VAR,,SWE,42000
1952,,VAR,,CHE,9800
1952,,VAR,,TUR,2000
1952,,VAR,,USA,500000
1952,,VAR,,VAR,165000
1953,,VAR,,AUT,215200
1953,,VAR,,BEL,53000
1953,,VAR,,CAN,107004
1953,,VAR,,DNK,1600
1953,,VAR,,FRA,270000
1953,,VAR,,GBR,192000
1953,,VAR,,DEU,228000
1953,,VAR,,GRC,18500
1953,,VAR,,ITA,24500
1953,,VAR,,LUX,1800
1953,,VAR,,MAR,2800
1953,,VAR,,NLD,13900
1953,,VAR,,NOR,2500
1953,,VAR,,SWE,37000
1953,,VAR,,CHE,9500
1953,,VAR,,TUR,2000
1953,,VAR,,USA,500000
1953,,VAR,,VAR,168000
1954,,VAR,,AUT,150000
1954,,VAR,,BEL,53000
1954,,VAR,,CAN,75828
1954,,VAR,,DNK,1400
1954,,VAR,,FRA,263000
1954,,VAR,,GBR,182000
1954,,VAR,,DEU,225000
1954,,VAR,,GRC,19000
1954,,VAR,,HKG,22000
1954,,VAR,,ITA,21500
1954,,VAR,,LUX,1800
1954,,VAR,,MAR,3500
1954,,VAR,,NLD,12400
1954,,VAR,,NOR,2300
1954,,VAR,,ESP,2000
1954,,VAR,,SWE,33000
1954,,VAR,,CHE,9400
1954,,VAR,,TUN,2000
1954,,VAR,,TUR,2500
1954,,VAR,,USA,500000
1954,,VAR,,VAR,168000
1955,,VAR,,AUT,110000
1955,,VAR,,BEL,53000
1955,,VAR,,CAN,52551
1955,,VAR,,DNK,1300
1955,,VAR,,FRA,345415
1955,,VAR,,GBR,175000
1955,,VAR,,DEU,219000
1955,,VAR,,GRC,17400
1955,,VAR,,ITA,18500
1955,,VAR,,LUX,1800
1955,,VAR,,NLD,11400
1955,,VAR,,NOR,2300
1955,,VAR,,SWE,28000
1955,,VAR,,CHE,9200
1955,,VAR,,TUR,2200
1955,,VAR,,USA,500000
1955,,VAR,,VAR,170900
1956,,VAR,,AUT,140000
1956,,VAR,,BEL,65000
1956,,VAR,,CAN,17485
1956,,VAR,,DNK,2500
1956,,VAR,,FRA,363290
1956,,VAR,,GBR,182000
1956,,VAR,,DEU,221000
1956,,VAR,,GRC,16000
1956,,VAR,,ITA,21500
1956,,VAR,,LUX,1900
1956,,VAR,,NLD,13600
1956,,VAR,,NOR,2800
1956,,VAR,,SWE,31000
1956,,VAR,,CHE,20700
1956,,VAR,,TUR,2100
1956,,VAR,,USA,500000
1956,,VAR,,VAR,167100
1957,,VAR,,AUT,68000
1957,,VAR,,BEL,69000
1957,,VAR,,CAN,46334
1957,,VAR,,DNK,2500
1957,,VAR,,FRA,389480
1957,,VAR,,GBR,179000
1957,,VAR,,DEU,217000
1957,,VAR,,GRC,16000
1957,,VAR,,ITA,21000
1957,,VAR,,LUX,1900
1957,,VAR,,NLD,13500
1957,,VAR,,NOR,3400
1957,,VAR,,SWE,33000
1957,,VAR,,CHE,20500
1957,,VAR,,TUR,2200
1957,,VAR,,USA,500000
1957,,VAR,,VAR,159700
1958,,VAR,,AUT,53000
1958,,VAR,,BEL,63000
1958,,VAR,,CAN,46908
1958,,VAR,,DNK,2500
1958,,VAR,,FRA,381152
1958,,VAR,,GBR,175000
1958,,VAR,,DEU,212000
1958,,VAR,,GRC,15700
1958,,VAR,,ITA,21000
1958,,VAR,,LUX,1900
1958,,VAR,,MAR,2700
1958,,VAR,,NLD,13000
1958,,VAR,,NOR,3300
1958,,VAR,,SWE,31000
1958,,VAR,,CHE,20000
1958,,VAR,,TUN,1000
1958,,VAR,,TUR,2150
1958,,VAR,,USA,500000
1958,,VAR,,VAR,153000
1959,,VAR,,AUT,44000
1959,,VAR,,BEL,58000
1959,,VAR,,CAN,47934
1959,,VAR,,DNK,2400
1959,,VAR,,FRA,387201
1959,,VAR,,GBR,170000
1959,,VAR,,DEU,205000
1959,,VAR,,GRC,15500
1959,,VAR,,ITA,18500
1959,,VAR,,LUX,1900
1959,,VAR,,MAR,2700
1959,,VAR,,NLD,12800
1959,,VAR,,NOR,3100
1959,,VAR,,SWE,28000
1959,,VAR,,CHE,20000
1959,,VAR,,TUN,1000
1959,,VAR,,TUR,2150
1959,,VAR,,USA,500000
1959,,VAR,,VAR,154000
1960,,VAR,,AUT,39000
1960,,VAR,,BEL,55000
1960,,VAR,,CAN,48629
1960,,AGO,,COD,150000
1960,,VAR,,DNK,2300
1960,,VAR,,FRA,245935
1960,,VAR,,GBR,167000
1960,,VAR,,DEU,197000
1960,,VAR,,GRC,15500
1960,,VAR,,ITA,15500
1960,,VAR,,LUX,1900
1960,,VAR,,MAR,2700
1960,,VAR,,NLD,12000
1960,,VAR,,NOR,3000
1960,,VAR,,SWE,26000
1960,,VAR,,CHE,20000
1960,,VAR,,TUN,1000
1960,,VAR,,TUR,2200
1960,,VAR,,USA,500000
1960,,VAR,,VAR,152000
1961,,VAR,,AUT,34000
1961,,RWA,,BDI,30000
1961,,VAR,,BEL,53000
1961,,VAR,,CAN,44492
1961,,AGO,,COD,150000
1961,,RWA,,COD,53000
1961,,VAR,,DNK,2200
1961,,VAR,,FRA,253375
1961,,VAR,,GBR,164000
1961,,VAR,,DEU,190000
1961,,VAR,,GRC,15200
1961,,VAR,,ITA,14500
1961,,VAR,,LUX,1900
1961,,VAR,,MAR,2900
1961,,VAR,,NLD,10000
1961,,VAR,,NOR,3000
1961,,VAR,,ESP,2000
1961,,VAR,,SWE,26000
1961,,VAR,,CHE,20000
1961,,RWA,,TZA,12000
1961,,GHA,,TGO,5000
1961,,VAR,,TUN,1000
1961,,VAR,,TUR,2300
1961,,RWA,,UGA,52000
1961,,VAR,,USA,500000
1961,,VAR,,VAR,147200
1962,,VAR,,AUT,30000
1962,,RWA,,BDI,30000
1962,,VAR,,BEL,51000
1962,,VAR,,CAN,12282
1962,,AGO,,COD,170000
1962,,RWA,,COD,53000
1962,,VAR,,DNK,2200
1962,,VAR,,FRA,259740
1962,,VAR,,GBR,160000
1962,,VAR,,DEU,185000
1962,,VAR,,GRC,15700
1962,,VAR,,IRN,2000
1962,,VAR,,ITA,14300
1962,,VAR,,LUX,1900
1962,,VAR,,MAR,2900
1962,,VAR,,NLD,10000
1962,,VAR,,NOR,3000
1962,,VAR,,ESP,2000
1962,,VAR,,SWE,26000
1962,,VAR,,CHE,20000
1962,,RWA,,TZA,12000
1962,,GHA,,TGO,5000
1962,,VAR,,TUN,1000
1962,,VAR,,TUR,2300
1962,,RWA,,UGA,52000
1962,,VAR,,USA,500000
1962,,VAR,,VAR,142300
1963,,VAR,,AUT,27000
1963,,RWA,,BDI,34000
1963,,VAR,,BEL,50000
1963,,VAR,,CAN,10946
1963,,AGO,,COD,175000
1963,,RWA,,COD,54000
1963,,SDN,,COD,8000
1963,,VAR,,DNK,2200
1963,,VAR,,FRA,174057
1963,,VAR,,GBR,157000
1963,,VAR,,DEU,182000
1963,,VAR,,GRC,15400
1963,,VAR,,IRN,1500
1963,,VAR,,ITA,14600
1963,,VAR,,LUX,1900
1963,,VAR,,MAR,3200
1963,,VAR,,NLD,9500
1963,,VAR,,NOR,3000
1963,,GNB,,SEN,6000
1963,,VAR,,ESP,2000
1963,,VAR,,SWE,26000
1963,,VAR,,CHE,20000
1963,,RWA,,TZA,12000
1963,,GHA,,TGO,5000
1963,,VAR,,TUN,1000
1963,,VAR,,TUR,2300
1963,,RWA,,UGA,54000
1963,,SDN,,UGA,5000
1963,,VAR,,USA,500000
1963,,VAR,,VAR,125800
1964,,ALB,,EGY,100
1964,,ARM,,EGY,170
1964,,RUS,,EGY,120
1964,,VAR,,EGY,80
1964,,VAR,,AUT,25000
1964,,COD,,BDI,20000
1964,,RWA,,BDI,58000
1964,,VAR,,BEL,47000
1964,,VNM,,KHM,10000
1964,,VAR,,CAN,10178
1964,,COD,,CAF,3000
1964,,SDN,,CAF,300
1964,,AGO,,COD,200000
1964,,RWA,,COD,28000
1964,,SDN,,COD,8000
1964,,VAR,,FRA,175861
1964,,VAR,,GBR,160000
1964,,VAR,,DEU,180000
1964,,VAR,,GRC,16000
1964,,CHN,,HKG,1120000
1964,,TIB,,IND,44000
1964,,VAR,,ITA,14000
1964,,VAR,,LBN,1310
1964,,CHN,,MAC,80000
1964,,VAR,,MAR,3000
1964,,TIB,,NPL,7000
1964,,VAR,,NLD,9500
1964,,GNB,,SEN,30000
1964,,VAR,,ESP,14000
1964,,VAR,,SWE,24000
1964,,VAR,,CHE,20000
1964,,COD,,TZA,1700
1964,,MOZ,,TZA,10000
1964,,RWA,,TZA,13300
1964,,GHA,,TGO,5000
1964,,VAR,,TUN,1000
1964,,VAR,,TUR,2300
1964,,COD,,UGA,34000
1964,,RWA,,UGA,67000
1964,,SDN,,UGA,12000
1964,,VAR,,USA,500000
1964,,VAR,,VAR,125030
1965,,VAR,,EGY,5000
1965,,VAR,,AUS,40000
1965,,VAR,,AUT,25000
1965,,COD,,BDI,13000
1965,,RWA,,BDI,52000
1965,,VAR,,BEL,47000
1965,,VNM,,KHM,15000
1965,,VAR,,CAN,9980
1965,,COD,,CAF,3000
1965,,SDN,,CAF,17560
1965,,AGO,,COD,220000
1965,,RWA,,COD,25000
1965,,SDN,,COD,20000
1965,,VAR,,FRA,177665
1965,,VAR,,GBR,170000
1965,,VAR,,DEU,180000
1965,,VAR,,GRC,15560
1965,,CHN,,HKG,1250000
1965,,VAR,,HKG,1200
1965,,TIB,,IND,45000
1965,,VAR,,ITA,15000
1965,,VAR,,LBN,570
1965,,CHN,,MAC,80000
1965,,VAR,,MAR,2360
1965,,TIB,,NPL,7000
1965,,VAR,,NLD,9000
1965,,BDI,,RWA,3000
1965,,ALB,Serbia & Kosovo,SRB1,4860
1965,,GRC,Serbia & Kosovo,SRB1,17690
1965,,HUN,Serbia & Kosovo,SRB1,3270
1965,,GNB,,SEN,50000
1965,,VAR,,ESP,14000
1965,,VAR,,SWE,22000
1965,,VAR,,CHE,20000
1965,,COD,,TZA,3000
1965,,MOZ,,TZA,12000
1965,,RWA,,TZA,13500
1965,,VAR,,TZA,500
1965,,GHA,,TGO,5000
1965,,VAR,,TUN,500
1965,,VAR,,TUR,2000
1965,,COD,,UGA,28000
1965,,RWA,,UGA,65400
1965,,SDN,,UGA,44000
1965,,VAR,,USA,510000
1965,,MOZ,,ZMB,5000
1965,,VAR,,VAR,262000
1966,,VAR,,AUS,40000
1966,,VAR,,AUT,24500
1966,,COD,,BDI,25000
1966,,RWA,,BDI,54000
1966,,VAR,,BEL,40000
1966,,CHN,,BTN,3000
1966,,VNM,,KHM,17000
1966,,VAR,,CAN,10225
1966,,COD,,CAF,16000
1966,,SDN,,CAF,27000
1966,,VAR,,CHN,970
1966,,AGO,,COD,300000
1966,,RWA,,COD,24100
1966,,SDN,,COD,33000
1966,,VAR,,FRA,179468
1966,,VAR,,GBR,167000
1966,,VAR,,DEU,140000
1966,,GRC,,GRC,7090
1966,,VAR,,GRC,8210
1966,,CHN,,HKG,1250040
1966,,TIB,,IND,45000
1966,,VAR,,ITA,14000
1966,,VAR,,LBN,3430
1966,,CHN,,MAC,73770
1966,,VAR,,MAR,2180
1966,,TIB,,NPL,7000
1966,,VAR,,NLD,8500
1966,,BDI,,RWA,250
1966,,ALB,Serbia & Kosovo,SRB1,4860
1966,,HUN,Serbia & Kosovo,SRB1,3270
1966,,RUS,Serbia & Kosovo,SRB1,17970
1966,,CPV,,SEN,300
1966,,GNB,,SEN,61050
1966,,VAR,,SEN,50
1966,,VAR,,ESP,17000
1966,,VAR,,SWE,20000
1966,,VAR,,CHE,20500
1966,,COD,,TZA,800
1966,,MWI,,TZA,150
1966,,MOZ,,TZA,19000
1966,,RWA,,TZA,13500
1966,,VAR,,TZA,500
1966,,VAR,,TUR,1900
1966,,COD,,UGA,33000
1966,,RWA,,UGA,68000
1966,,SDN,,UGA,55000
1966,,VAR,,USA,500000
1966,,AGO,,ZMB,3800
1966,,MOZ,,ZMB,1800
1966,,NAM,,ZMB,180
1966,,ZAF,,ZMB,390
1966,,VAR,,ZMB,120
1966,,VAR,,VAR,137140
1967,,VAR,,AUS,44000
1967,,VAR,,AUT,24000
1967,,COD,,BDI,25000
1967,,RWA,,BDI,54000
1967,,VAR,,BEL,34000
1967,,VNM,,KHM,20000
1967,,VAR,,CAN,9991
1967,,COD,,CAF,14000
1967,,SDN,,CAF,21000
1967,,AGO,,COD,350000
1967,,RWA,,COD,24100
1967,,SDN,,COD,40000
1967,,VAR,,COD,20000
1967,,VAR,,FRA,177200
1967,,VAR,,GBR,164000
1967,,VAR,,DEU,112000
1967,,GRC,,GRC,4740
1967,,VAR,,GRC,7530
1967,,TIB,,IND,50000
1967,,VAR,,ITA,13000
1967,,CHN,,MAC,74000
1967,,VAR,,MAR,3000
1967,,TIB,,NPL,7180
1967,,VAR,,NLD,8000
1967,,VAR,,NZL,3000
1967,,ALB,Serbia & Kosovo,SRB1,4260
1967,,GRC,Serbia & Kosovo,SRB1,18680
1967,,HUN,Serbia & Kosovo,SRB1,3270
1967,,CPV,,SEN,300
1967,,GNB,,SEN,59520
1967,,VAR,,SEN,50
1967,,VAR,,ESP,20000
1967,,COD,,SDN,4400
1967,,ETH,,SDN,28600
1967,,VAR,,SWE,18000
1967,,VAR,,CHE,21000
1967,,COD,,TZA,650
1967,,MWI,,TZA,150
1967,,MOZ,,TZA,25000
1967,,RWA,,TZA,13500
1967,,VAR,,TZA,500
1967,,VAR,,TUR,1850
1967,,COD,,UGA,34140
1967,,RWA,,UGA,68630
1967,,SDN,,UGA,59990
1967,,VAR,,USA,480000
1967,,AGO,,ZMB,6200
1967,,COG,,ZMB,930
1967,,MWI,,ZMB,150
1967,,MOZ,,ZMB,2750
1967,,NAM,,ZMB,230
1967,,ZAF,,ZMB,450
1967,,VAR,,VAR,180050
1968,,VAR,,AUS,43000
1968,,VAR,,AUT,24000
1968,,COD,,BDI,20000
1968,,RWA,,BDI,52200
1968,,VAR,,BEL,33000
1968,,AGO,,BWA,3460
1968,,CPV,,BWA,120
1968,,NAM,,BWA,100
1968,,ZAF,,BWA,300
1968,,VNM,,KHM,22000
1968,,VAR,,CAN,17950
1968,,COD,,CAF,5000
1968,,SDN,,CAF,18000
1968,,AGO,,COD,370000
1968,,RWA,,COD,24100
1968,,SDN,,COD,66000
1968,,ZMB,,COD,15000
1968,,VAR,,COD,300
1968,,ARM,,CYP,200
1968,,NGA,,GNQ,40000
1968,,SDN,,ETH,20000
1968,,VAR,,FRA,176736
1968,,VAR,,GBR,161000
1968,,VAR,,DEU,110000
1968,,GRC,,GRC,2940
1968,,VAR,,GRC,5320
1968,,TIB,,IND,55000
1968,,VAR,,IRN,300
1968,,VAR,,ITA,13000
1968,,IRQ,,LBN,2700
1968,,SYR,,LBN,1200
1968,,VAR,,LBN,610
1968,,CHN,,MAC,70000
1968,,VAR,,MAR,1480
1968,,TIB,,NPL,7730
1968,,VAR,,NLD,8000
1968,,VAR,,NZL,2000
1968,,ALB,Serbia & Kosovo,SRB1,4120
1968,,GRC,Serbia & Kosovo,SRB1,18880
1968,,HUN,Serbia & Kosovo,SRB1,3270
1968,,CPV,,SEN,310
1968,,GNB,,SEN,56740
1968,,NGA,,SEN,100
1968,,VAR,,SEN,60
1968,,VAR,,ESP,20000
1968,,COD,,SDN,7300
1968,,ETH,,SDN,31000
1968,,VAR,,SWE,17000
1968,,VAR,,CHE,26000
1968,,COD,,TZA,600
1968,,MOZ,,TZA,31000
1968,,RWA,,TZA,14000
1968,,VAR,,TZA,400
1968,,VAR,,TUN,1000
1968,,VAR,,TUR,1980
1968,,VAR,,ARE,300
1968,,COD,,UGA,34430
1968,,RWA,,UGA,69800
1968,,SDN,,UGA,71500
1968,,VAR,,USA,498000
1968,,AGO,,ZMB,7900
1968,,COG,,ZMB,330
1968,,MWI,,ZMB,140
1968,,MOZ,,ZMB,2750
1968,,NAM,,ZMB,1230
1968,,ZAF,,ZMB,440
1968,,VAR,,ZMB,400
1968,,NGA,,VAR,11000
1968,,VAR,,VAR,139010
1969,,VAR,,EGY,4800
1969,,VAR,,ARG,32000
1969,,VAR,,AUS,42000
1969,,VAR,,AUT,25000
1969,,COD,,BDI,10000
1969,,RWA,,BDI,36200
1969,,VAR,,BEL,30000
1969,,NGA,,BEN,1100
1969,,VAR,,BWA,3600
1969,,VAR,,BRA,40000
1969,,VNM,,KHM,22000
1969,,VAR,,CAN,19275
1969,,COD,,CAF,3100
1969,,SDN,,CAF,19900
1969,,VAR,,CHL,6500
1969,,VAR,,COG,500
1969,,AGO,,COD,400000
1969,,RWA,,COD,24000
1969,,SDN,,COD,59000
1969,,ZMB,,COD,13000
1969,,VAR,,COD,300
1969,,ARM,,CYP,200
1969,,SDN,,ETH,20000
1969,,VAR,,FRA,175242
1969,,VAR,,GAB,4500
1969,,VAR,,GBR,162000
1969,,VAR,,DEU,113000
1969,,VAR,,GHA,20000
1969,,GRC,,GRC,2660
1969,,VAR,,GRC,3670
1969,,VAR,,CIV,12000
1969,,TIB,,IND,56150
1969,,VAR,,IRN,300
1969,,VAR,,ITA,14000
1969,,NGA,,LBR,1000
1969,,IRQ,,LBN,2700
1969,,SYR,,LBN,1200
1969,,VAR,,LBN,610
1969,,CHN,,MAC,65000
1969,,VAR,,MAR,1440
1969,,TIB,,NPL,7990
1969,,VAR,,NLD,8000
1969,,VAR,,NZL,2000
1969,,VAR,,PRY,4000
1969,,ALB,Serbia & Kosovo,SRB1,3920
1969,,GRC,Serbia & Kosovo,SRB1,18930
1969,,HUN,Serbia & Kosovo,SRB1,3270
1969,,CPV,,SEN,400
1969,,GNB,,SEN,67800
1969,,NGA,,SEN,50
1969,,VAR,,SEN,150
1969,,NGA,,SLE,500
1969,,VAR,,ESP,23000
1969,,COD,,SDN,6350
1969,,ETH,,SDN,31000
1969,,VAR,,SWE,17000
1969,,VAR,,CHE,30000
1969,,COD,,TZA,550
1969,,MWI,,TZA,50
1969,,MOZ,,TZA,40000
1969,,RWA,,TZA,13500
1969,,VAR,,TZA,450
1969,,NGA,,TGO,200
1969,,ALB,,TUR,370
1969,,BGR,,TUR,90
1969,,HUN,,TUR,90
1969,Serbia & Kosovo,SRB1,,TUR,130
1969,,VAR,,TUR,720
1969,,VAR,,ARE,300
1969,,COD,,UGA,34530
1969,,RWA,,UGA,71230
1969,,SDN,,UGA,71500
1969,,VAR,,USA,500000
1969,,CUB,,VEN,14500
1969,,VAR,,VEN,500
1969,,AGO,,ZMB,8190
1969,,MWI,,ZMB,140
1969,,MOZ,,ZMB,3120
1969,,NAM,,ZMB,840
1969,,ZAF,,ZMB,290
1969,,VAR,,ZMB,60
1969,,VAR,,VAR,97520
1970,,VAR,,DZA,500
1970,,VAR,,EGY,5000
1970,,VAR,,ARG,35000
1970,,VAR,,AUS,42000
1970,,VAR,,AUT,25300
1970,,COD,,BDI,7000
1970,,RWA,,BDI,31800
1970,,VAR,,BEL,31500
1970,,AGO,,BWA,4210
1970,,VAR,,BWA,150
1970,,VAR,,BRA,40000
1970,,VNM,,KHM,20000
1970,,VAR,,CAN,18518
1970,,TCD,,CAF,1400
1970,,COD,,CAF,3080
1970,,SDN,,CAF,22670
1970,,VAR,,CHL,6000
1970,,VAR,,CMR,8000
1970,,VAR,,COG,500
1970,,AGO,,COD,400000
1970,,RWA,,COD,24000
1970,,SDN,,COD,55000
1970,,ZMB,,COD,9000
1970,,VAR,,COD,1000
1970,,VAR,,COL,1500
1970,,ARM,,CYP,200
1970,,VAR,,DNK,2000
1970,,VAR,,DOM,1000
1970,,SDN,,ETH,21000
1970,,VAR,,FRA,158543
1970,,VAR,,GBR,162000
1970,,VAR,,DEU,115000
1970,,GRC,,GRC,2360
1970,,ROU,,GRC,50
1970,,VAR,,GRC,3300
1970,,VAR,,HKG,1000
1970,,TIB,,IND,56500
1970,,VAR,,ITA,13000
1970,,MOZ,,KEN,230
1970,,NAM,,KEN,60
1970,,ZAF,,KEN,50
1970,,RWA,,KEN,250
1970,,SDN,,KEN,290
1970,,VAR,,KEN,50
1970,,ZAF,,LSO,70
1970,,CHN,,MAC,66000
1970,,CUB,,MEX,2200
1970,,VAR,,MEX,800
1970,,CZE,,MAR,70
1970,,HUN,,MAR,130
1970,,POL,,MAR,150
1970,,RUS,,MAR,170
1970,,ESP,,MAR,680
1970,,VAR,,MAR,240
1970,,TIB,,NPL,8060
1970,,VAR,,NLD,8524
1970,,VAR,,NOR,2000
1970,,VAR,,NZL,2000
1970,,VAR,,PRY,1500
1970,,BOL,,PER,1400
1970,,VAR,,PER,100
1970,,ALB,Serbia & Kosovo,SRB1,3920
1970,,GRC,Serbia & Kosovo,SRB1,18930
1970,,HUN,Serbia & Kosovo,SRB1,3270
1970,,CPV,,SEN,400
1970,,GNB,,SEN,66660
1970,,VAR,,ESP,29500
1970,,TCD,,SDN,500
1970,,COD,,SDN,5990
1970,,ETH,,SDN,54350
1970,,ZAF,,SWZ,50
1970,,VAR,,SWZ,85
1970,,VAR,,SWE,20000
1970,,VAR,,CHE,31000
1970,,COD,,TZA,1850
1970,,MWI,,TZA,100
1970,,MOZ,,TZA,55100
1970,,RWA,,TZA,14000
1970,,VAR,,TZA,450
1970,,ALB,,TUR,390
1970,,BGR,,TUR,320
1970,,HUN,,TUR,90
1970,,ROU,,TUR,50
1970,Serbia & Kosovo,SRB1,,TUR,150
1970,,VAR,,TUR,170
1970,,COD,,UGA,33730
1970,,RWA,,UGA,72000
1970,,SDN,,UGA,74000
1970,,VAR,,UGA,70
1970,,VAR,,URY,1500
1970,,VAR,,USA,500000
1970,,CUB,,VEN,14500
1970,,VAR,,VEN,500
1970,,AGO,,ZMB,9910
1970,,MWI,,ZMB,150
1970,,MOZ,,ZMB,4740
1970,,NAM,,ZMB,840
1970,,ZAF,,ZMB,290
1970,,VAR,,ZMB,70
1970,,VAR,,VAR,21000
1971,,ARM,,EGY,3500
1971,,ETH,,EGY,200
1971,,ZAF,,EGY,120
1971,,VAR,,EGY,1200
1971,,BOL,,ARG,230
1971,,VAR,,ARG,33770
1971,,VAR,,AUT,25000
1971,,RWA,,BDI,32800
1971,,VAR,,BDI,150
1971,,VAR,,BEL,29000
1971,,AGO,,BWA,8690
1971,,LSO,,BWA,60
1971,,ZAF,,BWA,90
1971,,VAR,,BWA,50
1971,,CUB,,BRA,37800
1971,,VAR,,BRA,200
1971,,VAR,,CAN,17196
1971,,TCD,,CAF,1400
1971,,COD,,CAF,3300
1971,,SDN,,CAF,23300
1971,,BRA,,CHL,2000
1971,,VAR,,CHL,5000
1971,,AGO,,COD,400000
1971,,RWA,,COD,23500
1971,,SDN,,COD,50000
1971,,ZMB,,COD,750
1971,,VAR,,COL,1400
1971,,ARM,,CYP,200
1971,,VAR,,DNK,4400
1971,,VAR,,DOM,1000
1971,,SDN,,ETH,22670
1971,,VAR,,ETH,60
1971,,VAR,,FRA,141844
1971,,VAR,,GBR,150000
1971,,VAR,,DEU,125000
1971,,VAR,,GHA,70
1971,,GRC,,GRC,1480
1971,,VAR,,GRC,4300
1971,,VAR,,HKG,1000
1971,,GIN,,CIV,300
1971,,TIB,,IND,56180
1971,,VAR,,ITA,12700
1971,,ARM,,JOR,50
1971,,ZAF,,KEN,100
1971,,VAR,,KEN,2500
1971,,SDN,,LBR,60
1971,,ARM,,LBN,320
1971,,VAR,,LBN,2730
1971,,ZAF,,LSO,190
1971,,CHN,,MAC,70000
1971,,CUB,,MEX,2200
1971,,VAR,,MEX,800
1971,,VAR,,MLI,60
1971,,CZE,,MAR,70
1971,,HUN,,MAR,130
1971,,POL,,MAR,150
1971,,RUS,,MAR,160
1971,,ESP,,MAR,670
1971,,VAR,,MAR,250
1971,,TIB,,NPL,7930
1971,,VAR,,NLD,8600
1971,,VAR,,NOR,3000
1971,,BOL,,PRY,1300
1971,,VAR,,PRY,200
1971,,BOL,,PER,1400
1971,,VAR,,PER,100
1971,,VAR,Serbia & Kosovo,SRB1,24000
1971,,GNB,,SEN,80000
1971,,VAR,,ESP,38000
1971,,KHM,,VNM,57000
1971,,COD,,SDN,5000
1971,,ETH,,SDN,55000
1971,,ZAF,,SWZ,50
1971,,VAR,,SWE,20000
1971,,VAR,,CHE,30000
1971,,COD,,TZA,1550
1971,,MWI,,TZA,100
1971,,MOZ,,TZA,55810
1971,,RWA,,TZA,13330
1971,,VAR,,TZA,450
1971,,VAR,,TUN,100
1971,,ALB,,TUR,390
1971,,BGR,,TUR,340
1971,,HUN,,TUR,90
1971,,ROU,,TUR,60
1971,Serbia & Kosovo,SRB1,,TUR,140
1971,,VAR,,TUR,130
1971,,VAR,,ARE,870
1971,,COD,,UGA,33620
1971,,RWA,,UGA,72000
1971,,SDN,,UGA,75300
1971,,VAR,,URY,1500
1971,,VAR,,USA,530000
1971,,CUB,,VEN,14500
1971,,VAR,,VEN,500
1971,,AGO,,ZMB,11000
1971,,MWI,,ZMB,150
1971,,MOZ,,ZMB,4600
1971,,NAM,,ZMB,900
1971,,ZAF,,ZMB,300
1971,,VAR,,ZMB,50
1971,,VAR,,VAR,828000
1972,,ARM,,EGY,3500
1972,,ETH,,EGY,240
1972,,ZAF,,EGY,130
1972,,VAR,,EGY,3500
1972,,BOL,,ARG,280
1972,,VAR,,ARG,32720
1972,,VAR,,AUT,25000
1972,,COD,,BDI,100
1972,,RWA,,BDI,43290
1972,,VAR,,BEL,29000
1972,,VAR,,BOL,700
1972,,AGO,,BWA,4300
1972,,NAM,,BWA,50
1972,,ZAF,,BWA,100
1972,,VAR,,BWA,50
1972,,CUB,,BRA,200
1972,,VAR,,BRA,36800
1972,,VAR,,CAN,20933
1972,,TCD,,CAF,1500
1972,,COD,,CAF,3500
1972,,SDN,,CAF,16970
1972,,BOL,,CHL,1000
1972,,BRA,,CHL,2000
1972,,VAR,,CHL,4000
1972,,AGO,,COD,400000
1972,,BDI,,COD,35000
1972,,RWA,,COD,23500
1972,,SDN,,COD,36000
1972,,ZMB,,COD,750
1972,,VAR,,COL,1350
1972,,CUB,,CRI,600
1972,,VAR,,CRI,100
1972,,TUR,,CYP,200
1972,,VAR,,DNK,3687
1972,,VAR,,DOM,1100
1972,,BOL,,ECU,50
1972,,VAR,,ECU,150
1972,,SDN,,ETH,16080
1972,,VAR,,ETH,120
1972,,VAR,,FRA,98900
1972,,VAR,,GBR,150000
1972,,VAR,,DEU,125000
1972,,GRC,,GRC,940
1972,,VAR,,GRC,2410
1972,,CUB,,GTM,70
1972,,VAR,,GTM,90
1972,,CUB,,GUY,50
1972,,VAR,,GUY,50
1972,,VAR,,HKG,50
1972,,VAR,,HND,70
1972,,TIB,,IND,57680
1972,,VAR,,ITA,12600
